  7.438150e-03   2.819530e+01   1.894122e+00
  7.734880e-03   3.151110e+01   1.803081e+00
  8.031620e-03   2.836042e+01   1.587210e+00
  8.328350e-03   3.197471e+01   1.462702e+00
  8.625090e-03   3.214527e+01   1.357601e+00
  8.921820e-03   2.969141e+01   1.226007e+00
  9.218560e-03   3.017884e+01   1.160307e+00
  9.515290e-03   2.824614e+01   1.042145e+00
  9.812020e-03   2.983267e+01   9.868814e-01
  1.010880e-02   2.921521e+01   9.043794e-01
  1.040550e-02   3.082786e+01   8.568506e-01
  1.070220e-02   2.925454e+01   8.117696e-01
  1.099900e-02   2.981872e+01   7.393373e-01
  1.129570e-02   2.810195e+01   7.083708e-01
  1.159240e-02   2.823497e+01   6.606214e-01
  1.188920e-02   2.821424e+01   6.484249e-01
  1.218590e-02   2.851112e+01   6.071926e-01
  1.248260e-02   2.900371e+01   5.834362e-01
  1.277940e-02   2.925247e+01   5.647289e-01
  1.307610e-02   2.805241e+01   5.253296e-01
  1.337280e-02   2.870841e+01   5.135874e-01
  1.366960e-02   2.769441e+01   4.857825e-01
  1.396630e-02   2.731600e+01   4.742830e-01
  1.426300e-02   2.823236e+01   4.591757e-01
  1.455980e-02   2.883859e+01   4.292655e-01
  1.485650e-02   2.785509e+01   4.322687e-01
  1.515320e-02   2.799183e+01   4.037378e-01
  1.545000e-02   2.718207e+01   3.982443e-01
  1.574670e-02   2.783730e+01   3.817040e-01
  1.604350e-02   2.830524e+01   3.663101e-01
  1.634020e-02   2.762802e+01   3.645706e-01
  1.663690e-02   2.746653e+01   3.412386e-01
  1.693370e-02   2.803115e+01   3.436173e-01
  1.723040e-02   2.776249e+01   3.278572e-01
  1.752710e-02   2.693226e+01   3.192826e-01
  1.782390e-02   2.705135e+01   3.160772e-01
  1.812060e-02   2.707179e+01   3.016300e-01
  1.841730e-02   2.701579e+01   2.980419e-01
  1.871410e-02   2.737218e+01   2.899529e-01
  1.901080e-02   2.655280e+01   2.865702e-01
  1.930750e-02   2.707587e+01   2.786308e-01
  1.960430e-02   2.683030e+01   2.676442e-01
  1.990100e-02   2.692264e+01   2.704912e-01
  2.019770e-02   2.660362e+01   2.608736e-01
  2.049450e-02   2.670202e+01   2.566132e-01
  2.079120e-02   2.615010e+01   2.504495e-01
  2.108790e-02   2.610312e+01   2.446996e-01
  2.138470e-02   2.641737e+01   2.442245e-01
  2.168140e-02   2.651222e+01   2.359298e-01
  2.197810e-02   2.559224e+01   2.348194e-01
  2.227490e-02   2.576814e+01   2.292174e-01
  2.257160e-02   2.569771e+01   2.274963e-01
  2.286830e-02   2.598587e+01   2.232165e-01
  2.316510e-02   2.582607e+01   2.180287e-01
  2.346180e-02   2.566992e+01   2.178029e-01
  2.375860e-02   2.536431e+01   2.106654e-01
  2.405530e-02   2.549570e+01   2.117040e-01
  2.435200e-02   2.522657e+01   2.085446e-01
  2.464880e-02   2.539047e+01   2.040158e-01
  2.494550e-02   2.523119e+01   2.039234e-01
  2.524220e-02   2.504287e+01   1.974174e-01
  2.553900e-02   2.516023e+01   1.981079e-01
  2.583570e-02   2.526603e+01   1.937407e-01
  2.613240e-02   2.481125e+01   1.929063e-01
  2.642920e-02   2.462264e+01   1.907567e-01
  2.672590e-02   2.476424e+01   1.875669e-01
  2.702260e-02   2.439536e+01   1.875354e-01
  2.731940e-02   2.455965e+01   1.834269e-01
  2.761610e-02   2.412176e+01   1.818839e-01
  2.791280e-02   2.408852e+01   1.854879e-01
  2.820960e-02   2.412299e+01   1.865388e-01
  2.850630e-02   2.419637e+01   1.901499e-01
